seq_idx,header,rank,start_pos,end_pos,trough_pos,width_bp,mean_residual,gc_pct,nonB_motifs,n_motif_types
5900,FP011018 AHSA1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-165,50,-0.42904,52.54,STR;DirectRepeat,2
5900,FP011018 AHSA1_1             :+U  EU:NC; range -3000 to  3000.,2,-150,-26,-50,125,-0.12344,61.19,STR;DirectRepeat;Triplex,3
5901,FP014315 BLVRB_1             :+U  EU:NC; range -3000 to  3000.,1,-164,-83,-108,82,-0.20704,71.43,STR;DirectRepeat,2
5901,FP014315 BLVRB_1             :+U  EU:NC; range -3000 to  3000.,2,-82,16,-4,99,-0.07692,69.44,STR;DirectRepeat,2
5903,FP010068 GLIPR1_1            :+U  EU:NC; range -3000 to  3000.,1,-45,8,2,54,-0.21413,36.51,STR;DirectRepeat,2
5904,FP002616 CYP27A1_1           :+U  EU:NC; range -3000 to  3000.,1,-111,-62,-111,50,-0.55612,44.07,STR;DirectRepeat,2
5905,FP006657 NOS3_1              :+U  EU:NC; range -3000 to  3000.,1,-57,-8,-43,50,-0.53151,64.41,STR;DirectRepeat;Triplex,3
5905,FP006657 NOS3_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-187,50,-0.15875,72.88,STR;DirectRepeat,2
5905,FP006657 NOS3_1              :+U  EU:NC; range -3000 to  3000.,3,-150,-58,-100,93,-0.1588,66.67,G4;STR;DirectRepeat,3
5906,FP009252 MED17_1             :+U  EU:NC; range -3000 to  3000.,1,-199,-150,-153,50,-0.66435,38.98,STR;DirectRepeat,2
5906,FP009252 MED17_1             :+U  EU:NC; range -3000 to  3000.,2,-149,-99,-104,51,-0.47628,60.0,DirectRepeat,1
5907,FP000786 NTNG1_1             :+U  EU:NC; range -3000 to  3000.,1,-181,-104,-131,78,-0.23688,58.62,STR;DirectRepeat;Triplex,3
5908,FP013446 LDLRAD4_1           :+U  EU:NC; range -3000 to  3000.,1,-133,-84,-131,50,-0.73314,86.44,iMotif;ZDNA;STR;DirectRepeat,4
5908,FP013446 LDLRAD4_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-190,50,-0.3388,77.97,STR;DirectRepeat;Triplex,3
5909,FP012993 HEXIM2_1            :+U  EU:NC; range -3000 to  3000.,1,-137,-88,-137,50,-0.24152,61.02,STR;DirectRepeat,2
5909,FP012993 HEXIM2_1            :+U  EU:NC; range -3000 to  3000.,2,-87,-6,-17,82,-0.31513,59.34,STR;DirectRepeat,2
5910,FP005843 RAB32_1             :+U  EU:NC; range -3000 to  3000.,1,-187,-138,-146,50,-0.43483,84.75,STR;DirectRepeat,2
5910,FP005843 RAB32_1             :+U  EU:NC; range -3000 to  3000.,2,-134,-3,-35,132,-0.05018,80.85,STR;DirectRepeat,2
5911,FP012374 APRT_1              :+U  EU:NC; range -3000 to  3000.,1,-14,35,-10,50,-0.16125,79.66,STR;DirectRepeat,2
5912,FP014135 ZNF675_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-136,-166,65,-0.18858,56.76,STR;DirectRepeat;Triplex,3
5913,FP010178 APPL2_1             :+U  EU:NC; range -3000 to  3000.,1,-190,-109,-111,82,-0.38038,75.82,STR;DirectRepeat,2
5914,FP003626 EPHB3_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-188,50,-0.18567,69.49,STR;DirectRepeat,2
5915,FP013146 MED13_1             :+U  EU:NC; range -3000 to  3000.,1,-176,-54,-73,123,-0.17025,70.45,iMotif;STR;DirectRepeat,3
5916,FP002469 CALCRL_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-191,52,-0.44778,44.26,STR;DirectRepeat;Triplex,3
5916,FP002469 CALCRL_1            :+U  EU:NC; range -3000 to  3000.,2,-147,-96,-114,52,-0.42173,40.98,STR;DirectRepeat;Triplex,3
5917,FP010992 EIF2B2_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-191,50,-0.8795,72.88,STR;DirectRepeat,2
5918,FP010812 FKBP3_1             :+U  EU:NC; range -3000 to  3000.,1,-197,-143,-169,55,-0.38297,53.12,STR;DirectRepeat,2
5918,FP010812 FKBP3_1             :+U  EU:NC; range -3000 to  3000.,2,-142,-27,-33,116,-0.15861,68.0,STR;DirectRepeat,2
5920,FP006421 RASA4B_1            :+U  EU:NC; range -3000 to  3000.,1,-29,20,-17,50,-0.61734,88.14,iMotif;STR;DirectRepeat,3
5920,FP006421 RASA4B_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-30,-95,121,-0.09602,83.08,iMotif;STR;DirectRepeat,3
5921,FP006412 IFT22_1             :+U  EU:NC; range -3000 to  3000.,1,-100,-51,-96,50,-0.26071,81.36,STR;DirectRepeat,2
5922,FP007197 LYNX1_1             :+U  EU:NC; range -3000 to  3000.,1,-98,-46,-64,53,-0.20758,80.65,G4;STR;DirectRepeat,3
5922,FP007197 LYNX1_1             :+U  EU:NC; range -3000 to  3000.,2,-162,-99,-105,64,-0.11863,80.82,G4;STR;DirectRepeat,3
5923,FP011385 AQP9_1              :+U  EU:NC; range -3000 to  3000.,1,-192,-143,-144,50,-1.02941,20.34,STR;DirectRepeat,2
5923,FP011385 AQP9_1              :+U  EU:NC; range -3000 to  3000.,2,-140,-52,-58,89,-0.10919,35.71,STR;PolyA;DirectRepeat;Triplex,4
5926,FP013452 ANKRD30B_1          :+U  EU:NC; range -3000 to  3000.,1,-136,-40,-43,97,-0.32174,73.58,DirectRepeat,1
5926,FP013452 ANKRD30B_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-137,-147,64,-0.05663,71.23,STR;DirectRepeat,2
5927,FP014844 TGM3_1              :+U  EU:NC; range -3000 to  3000.,1,-198,-149,-177,50,-0.53882,45.76,STR;DirectRepeat,2
5928,FP001998 VAX2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-193,50,-0.6013,77.97,STR;DirectRepeat,2
5928,FP001998 VAX2_1              :+U  EU:NC; range -3000 to  3000.,2,-150,-47,-55,104,-0.25572,73.45,STR;DirectRepeat;Triplex,3
5929,FP007740 CERCAM_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-186,50,-0.43547,77.97,iMotif;STR;DirectRepeat;Triplex,4
5930,FP002328 RIF1_1              :+U  EU:NC; range -3000 to  3000.,1,-168,-99,-125,70,-0.541,65.82,G4;STR;DirectRepeat;Triplex,4
5931,FP015060 CTNNBL1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-170,50,-0.55228,72.88,STR;DirectRepeat,2
5933,FP014477 TMEM160_1           :+U  EU:NC; range -3000 to  3000.,1,-195,-144,-147,52,-0.78261,55.74,STR;Triplex,2
5934,FP006455 SLC26A4_1           :+U  EU:NC; range -3000 to  3000.,1,-197,-140,-172,58,-0.48883,53.73,STR;DirectRepeat;Triplex,3
5935,FP011632 IQGAP1_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-146,-151,55,-0.42558,75.0,G4;STR;DirectRepeat,3
5935,FP011632 IQGAP1_1            :+U  EU:NC; range -3000 to  3000.,2,-61,-12,-45,50,-0.39138,79.66,STR;DirectRepeat,2
5936,FP010096 C12orf29_1          :+U  EU:NC; range -3000 to  3000.,1,-198,-145,-186,54,-1.18837,44.44,STR;PolyT;DirectRepeat,3
5937,FP008500 TCERG1L_1           :+U  EU:NC; range -3000 to  3000.,1,-79,-26,-69,54,-0.84413,90.48,G4;STR;DirectRepeat;Triplex,4
5939,FP010664 PARP2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-61,-74,140,-0.13493,52.35,STR;DirectRepeat,2
5940,FP010641 TUBGCP3_1           :+U  EU:NC; range -3000 to  3000.,1,-20,49,-4,70,-0.09258,73.42,STR;DirectRepeat,2
5941,FP014661 ZNF160_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-190,50,-0.37957,77.97,iMotif;STR;DirectRepeat,3
5941,FP014661 ZNF160_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-16,-42,135,-0.12358,73.61,STR;DirectRepeat,2
5943,FP008795 EXT2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-190,50,-0.69418,37.29,STR;DirectRepeat,2
5944,FP002481 PMS1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-165,50,-0.17684,76.27,DirectRepeat,1
5944,FP002481 PMS1_1              :+U  EU:NC; range -3000 to  3000.,2,-150,5,-32,156,-0.0778,72.12,G4;ZDNA;STR;DirectRepeat,4
5945,FP002458 PDE1A_1             :+U  EU:NC; range -3000 to  3000.,1,-110,-46,-52,65,-0.26561,39.19,STR;PolyA;DirectRepeat;Triplex,4
5945,FP002458 PDE1A_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-200,50,-0.16835,38.98,STR;DirectRepeat,2
5946,FP004113 PPA2_1              :+U  EU:NC; range -3000 to  3000.,1,-184,-10,-88,175,-0.05924,70.65,STR;DirectRepeat,2
5947,FP002769 BOK_1               :+U  EU:NC; range -3000 to  3000.,1,-182,-133,-180,50,-0.64435,76.27,STR;DirectRepeat,2
5948,FP002349 TANC1_1             :+U  EU:NC; range -3000 to  3000.,1,-160,-111,-116,50,-0.50066,59.32,DirectRepeat;Triplex,2
5950,FP000042 RER1_1              :+U  EU:NC; range -3000 to  3000.,1,-173,-109,-112,65,-0.42527,74.32,DirectRepeat,1
5952,FP009279 MMP27_1             :+U  EU:NC; range -3000 to  3000.,1,-197,-109,-126,89,-0.4451,28.57,STR;PolyA;DirectRepeat;Triplex,4
5953,FP010212 TRPV4_1             :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-166,50,-0.43549,81.36,STR;DirectRepeat,2
5953,FP010212 TRPV4_1             :+U  EU:NC; range -3000 to  3000.,2,-138,-69,-74,70,-0.30216,84.81,STR;DirectRepeat,2
5953,FP010212 TRPV4_1             :+U  EU:NC; range -3000 to  3000.,3,-68,-9,-46,60,-0.11945,85.51,G4;DirectRepeat;Triplex,3
5954,FP014693 LAIR2_1             :+U  EU:NC; range -3000 to  3000.,1,-188,-50,-111,139,-0.05159,48.65,STR;DirectRepeat,2
5955,FP006408 PLOD3_1             :+U  EU:NC; range -3000 to  3000.,1,-95,-43,-61,53,-0.51171,82.26,iMotif;STR;DirectRepeat,3
5955,FP006408 PLOD3_1             :+U  EU:NC; range -3000 to  3000.,2,-161,-112,-138,50,-0.34992,72.88,DirectRepeat,1
5956,FP008134 HKDC1_1             :+U  EU:NC; range -3000 to  3000.,1,-148,-61,-68,88,-0.43304,55.67,G4;STR;DirectRepeat;Triplex,4
5956,FP008134 HKDC1_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-149,-152,52,-0.23791,52.46,STR;DirectRepeat,2
5957,FP012716 NEK8_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-1,-45,200,-0.07485,70.81,STR;DirectRepeat;Triplex,3
5958,FP009519 TULP3_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-141,-181,60,-0.73867,69.57,STR;DirectRepeat,2
5959,FP006999 ZC2HC1A_1           :+U  EU:NC; range -3000 to  3000.,1,-121,-68,-89,54,-0.84865,79.37,iMotif;STR;DirectRepeat,3
5960,FP011769 CCNF_1              :+U  EU:NC; range -3000 to  3000.,1,-180,-114,-116,67,-0.33427,78.95,G4;STR;DirectRepeat,3
5960,FP011769 CCNF_1              :+U  EU:NC; range -3000 to  3000.,2,-113,-58,-60,56,-0.14542,75.38,G4;STR;DirectRepeat,3
5960,FP011769 CCNF_1              :+U  EU:NC; range -3000 to  3000.,3,-56,-5,-15,52,-0.12664,83.61,STR;DirectRepeat,2
5961,FP013466 ANKRD29_1           :+U  EU:NC; range -3000 to  3000.,1,-195,-120,-157,76,-0.14021,50.59,STR;DirectRepeat,2
5961,FP013466 ANKRD29_1           :+U  EU:NC; range -3000 to  3000.,2,-119,49,-16,169,-0.05755,74.16,iMotif;ZDNA;STR;DirectRepeat,4
5962,FP003599 DCUN1D1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-192,50,-0.7146,91.53,iMotif;STR;DirectRepeat,3
5963,FP009516 NRIP2_1             :+U  EU:NC; range -3000 to  3000.,1,-168,-119,-143,50,-2.25523,50.85,STR;DirectRepeat,2
5964,FP013700 OAZ1_1              :+U  EU:NC; range -3000 to  3000.,1,-174,-125,-155,50,-1.12266,76.27,STR;DirectRepeat,2
5965,FP012271 ATXN1L_1            :+U  EU:NC; range -3000 to  3000.,1,-194,-134,-182,61,-0.0768,67.14,STR;DirectRepeat;Triplex,3
5965,FP012271 ATXN1L_1            :+U  EU:NC; range -3000 to  3000.,2,-128,-79,-84,50,-0.20033,69.49,STR;DirectRepeat,2
5966,FP010897 SLC38A6_1           :+U  EU:NC; range -3000 to  3000.,1,-171,-100,-105,72,-0.20973,56.79,DirectRepeat,1
5966,FP010897 SLC38A6_1           :+U  EU:NC; range -3000 to  3000.,2,-99,-8,-15,92,-0.08531,68.32,STR;DirectRepeat,2
5967,FP001437 OPTC_1              :+U  EU:NC; range -3000 to  3000.,1,-164,-115,-142,50,-0.41089,54.24,STR;DirectRepeat;Triplex,3
5968,FP011288 ADAL_1              :+U  EU:NC; range -3000 to  3000.,1,-182,-59,-95,124,-0.10815,60.15,STR;PolyA;DirectRepeat;Triplex,4
5969,FP015589 INPP5J_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-163,50,-0.49111,66.1,STR;DirectRepeat,2
5970,FP011342 HDC_1               :+U  EU:NC; range -3000 to  3000.,1,-198,-8,-40,191,-0.10851,46.5,STR;DirectRepeat;Triplex,3
5971,FP001201 PPOX_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-18,-23,183,-0.17176,58.33,STR;DirectRepeat,2
5972,FP016379 MAGEA4_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-157,50,-0.93739,69.49,STR;DirectRepeat,2
5972,FP016379 MAGEA4_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-70,-77,81,-0.22281,65.56,iMotif;STR;DirectRepeat,3
5973,FP013349 PDE6G_1             :+U  EU:NC; range -3000 to  3000.,1,-197,-80,-85,118,-0.30508,49.61,STR;PolyA;DirectRepeat,3
5974,FP003969 RUFY3_1             :+U  EU:NC; range -3000 to  3000.,1,-93,-44,-49,50,-0.26762,83.05,STR;DirectRepeat,2
5974,FP003969 RUFY3_1             :+U  EU:NC; range -3000 to  3000.,2,-197,-145,-157,53,-0.17509,69.35,STR;DirectRepeat;Triplex,3
5975,FP012671 MFAP4_1             :+U  EU:NC; range -3000 to  3000.,1,-94,-45,-62,50,-0.9618,77.97,G4;STR;DirectRepeat;Triplex,4
5976,FP001131 MRPL24_1            :+U  EU:NC; range -3000 to  3000.,1,-198,-149,-152,50,-0.31785,52.54,STR;DirectRepeat,2
5977,FP007577 MURC_1              :+U  EU:NC; range -3000 to  3000.,1,-198,-147,-183,52,-0.25913,42.62,DirectRepeat,1
5977,FP007577 MURC_1              :+U  EU:NC; range -3000 to  3000.,2,-146,-14,-46,133,-0.0539,45.07,STR;DirectRepeat,2
5978,FP008032 GJD4_1              :+U  EU:NC; range -3000 to  3000.,1,-180,-99,-110,82,-0.26941,54.95,DirectRepeat,1
5979,FP002269 UGGT1_1             :+U  EU:NC; range -3000 to  3000.,1,-123,-74,-122,50,-0.94134,72.88,STR;DirectRepeat,2
5980,FP007538 PTCH1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-169,50,-0.4678,42.37,STR;DirectRepeat,2
5980,FP007538 PTCH1_1             :+U  EU:NC; range -3000 to  3000.,2,-150,-101,-120,50,-0.33929,52.54,STR;DirectRepeat;Triplex,3
5981,FP015424 LSS_1               :+U  EU:NC; range -3000 to  3000.,1,-200,-43,-55,158,-0.26486,77.25,G4;STR;DirectRepeat,3
5982,FP012663 TVP23B_1            :+U  EU:NC; range -3000 to  3000.,1,-189,-46,-63,144,-0.08166,65.36,iMotif;STR;DirectRepeat,3
5983,FP005307 MPIG6B_1            :+U  EU:NC; range -3000 to  3000.,1,-48,1,-48,50,-0.21763,67.8,STR;DirectRepeat,2
5984,FP014422 APOE_1              :+U  EU:NC; range -3000 to  3000.,1,-108,-37,-54,72,-0.59586,76.54,G4;iMotif;STR;DirectRepeat;Triplex,5
5984,FP014422 APOE_1              :+U  EU:NC; range -3000 to  3000.,2,-180,-131,-176,50,-0.40748,61.02,STR;DirectRepeat,2
5985,FP009316 ARHGAP20_1          :+U  EU:NC; range -3000 to  3000.,1,-69,-20,-48,50,-0.94559,89.83,STR;DirectRepeat,2
5985,FP009316 ARHGAP20_1          :+U  EU:NC; range -3000 to  3000.,2,-198,-145,-147,54,-0.17769,63.49,DirectRepeat,1
5985,FP009316 ARHGAP20_1          :+U  EU:NC; range -3000 to  3000.,3,-142,-70,-84,73,-0.08693,80.49,G4;STR;DirectRepeat,3
5987,FP002250 INHBB_1             :+U  EU:NC; range -3000 to  3000.,1,-61,-12,-51,50,-0.76398,94.92,G4;iMotif;STR;DirectRepeat,4
5987,FP002250 INHBB_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-168,50,-0.15978,88.14,iMotif;STR;DirectRepeat,3
5988,FP002872 SATB1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-166,50,-0.60053,61.02,iMotif;STR;DirectRepeat,3
5988,FP002872 SATB1_1             :+U  EU:NC; range -3000 to  3000.,2,-28,21,-28,50,-0.27368,79.66,STR;DirectRepeat,2
5989,FP007943 CDC123_1            :+U  EU:NC; range -3000 to  3000.,1,-119,-64,-85,56,-0.28818,52.31,STR;DirectRepeat,2
5989,FP007943 CDC123_1            :+U  EU:NC; range -3000 to  3000.,2,-63,47,26,111,-0.10101,65.0,STR;DirectRepeat;Triplex,3
5989,FP007943 CDC123_1            :+U  EU:NC; range -3000 to  3000.,3,-172,-120,-125,53,-0.06361,43.55,STR;DirectRepeat,2
5990,FP009038 RNASEH2C_1          :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-151,50,-1.11002,52.54,STR;PolyA;DirectRepeat;Triplex,4
5991,FP007717 CDK9_1              :+U  EU:NC; range -3000 to  3000.,1,-168,-119,-151,50,-0.62273,86.44,STR;DirectRepeat,2
5992,FP001645 EDARADD_1           :+U  EU:NC; range -3000 to  3000.,1,-119,-70,-78,50,-0.42197,84.75,STR;DirectRepeat,2
5992,FP001645 EDARADD_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-147,-159,54,-0.15047,77.78,STR;DirectRepeat,2
5992,FP001645 EDARADD_1           :+U  EU:NC; range -3000 to  3000.,3,-59,49,32,109,-0.08614,61.02,STR;DirectRepeat;Triplex,3
5993,FP012173 NAE1_1              :+U  EU:NC; range -3000 to  3000.,1,-132,-47,-65,86,-0.22803,76.84,STR;DirectRepeat,2
5994,FP002661 RHBDD1_1            :+U  EU:NC; range -3000 to  3000.,1,-88,-33,-39,56,-0.15916,73.85,STR;DirectRepeat,2
5995,FP012706 SPAG5_1             :+U  EU:NC; range -3000 to  3000.,1,-72,-23,-45,50,-0.48531,74.58,ZDNA;STR;DirectRepeat,3
5996,FP009769 SLC48A1_1           :+U  EU:NC; range -3000 to  3000.,1,-61,-12,-56,50,-0.47741,89.83,STR;DirectRepeat,2
5996,FP009769 SLC48A1_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-198,50,-0.22238,59.32,STR;DirectRepeat,2
5998,FP012198 TPPP3_1             :+U  EU:NC; range -3000 to  3000.,1,-157,-108,-128,50,-0.65067,81.36,G4;STR;DirectRepeat,3
5999,FP001631 COA6_1              :+U  EU:NC; range -3000 to  3000.,1,-198,-119,-143,80,-0.24052,55.06,STR;DirectRepeat,2
6000,FP010233 ATXN2_1             :+U  EU:NC; range -3000 to  3000.,1,-51,-2,-35,50,-0.3618,83.05,iMotif;STR;DirectRepeat,3
6001,FP002814 PRRT3_1             :+U  EU:NC; range -3000 to  3000.,1,-157,-23,-79,135,-0.05142,62.5,STR;DirectRepeat;Triplex,3
6002,FP004840 PCDHA12_1           :+U  EU:NC; range -3000 to  3000.,1,-196,-147,-153,50,-0.45526,28.81,STR;DirectRepeat,2
6003,FP004232 TMEM184C_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-118,-124,83,-0.30873,60.87,STR;DirectRepeat,2
6004,FP008061 ANXA8L1_1           :+U  EU:NC; range -3000 to  3000.,1,-90,-41,-43,50,-0.60927,72.88,STR;DirectRepeat,2
6004,FP008061 ANXA8L1_1           :+U  EU:NC; range -3000 to  3000.,2,-140,-91,-98,50,-0.24943,76.27,STR;DirectRepeat,2
6004,FP008061 ANXA8L1_1           :+U  EU:NC; range -3000 to  3000.,3,-198,-141,-145,58,-0.08107,58.21,STR;DirectRepeat,2
6006,FP005900 ACAT2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-193,50,-1.46274,89.83,iMotif;STR;DirectRepeat,3
6007,FP009925 SARNP_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-0.88082,59.32,STR;DirectRepeat,2
6008,FP010381 GOLGA3_1            :+U  EU:NC; range -3000 to  3000.,1,-149,-100,-114,50,-0.46611,62.71,STR;DirectRepeat;Triplex,3
6008,FP010381 GOLGA3_1            :+U  EU:NC; range -3000 to  3000.,2,-200,-150,-150,51,-0.07091,65.0,,0
6010,FP000194 NBL1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-199,50,-0.73671,89.83,STR;DirectRepeat,2
6010,FP000194 NBL1_1              :+U  EU:NC; range -3000 to  3000.,2,-118,-69,-79,50,-0.30955,84.75,iMotif;STR;DirectRepeat,3
6011,FP008643 PPFIBP2_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-97,-111,104,-0.1219,75.22,STR;DirectRepeat,2
6011,FP008643 PPFIBP2_1           :+U  EU:NC; range -3000 to  3000.,2,-96,-40,-70,57,-0.10991,81.82,STR;DirectRepeat,2
6012,FP006699 ERICH1_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-181,50,-0.92809,79.66,STR;DirectRepeat,2
6013,FP003049 QARS_1              :+U  EU:NC; range -3000 to  3000.,1,-121,-61,-100,61,-0.37837,71.43,STR;DirectRepeat,2
6015,FP004356 PLEKHG4B_1          :+U  EU:NC; range -3000 to  3000.,1,-59,-10,-23,50,-0.72635,83.05,ZDNA;STR;DirectRepeat,3
6015,FP004356 PLEKHG4B_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-150,-192,51,-0.39953,80.0,STR;DirectRepeat,2
6016,FP004339 ANKRD37_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-143,-146,58,-0.31528,38.81,STR;DirectRepeat;Triplex,3
6017,FP007472 GNAQ_1              :+U  EU:NC; range -3000 to  3000.,1,-187,-134,-144,54,-0.37122,85.71,DirectRepeat,1
6017,FP007472 GNAQ_1              :+U  EU:NC; range -3000 to  3000.,2,-129,-17,-19,113,-0.16989,76.23,iMotif;STR;DirectRepeat,3
6018,FP001010 LCE1E_1             :+U  EU:NC; range -3000 to  3000.,1,-177,-128,-148,50,-0.40168,62.71,STR;DirectRepeat;Triplex,3
6019,FP001346 SMG7_1              :+U  EU:NC; range -3000 to  3000.,1,-177,-114,-139,64,-0.83991,73.97,iMotif;STR;DirectRepeat,3
6021,FP006975 PRDM14_1            :+U  EU:NC; range -3000 to  3000.,1,-152,-103,-120,50,-0.35885,71.19,STR;DirectRepeat;Triplex,3
6021,FP006975 PRDM14_1            :+U  EU:NC; range -3000 to  3000.,2,-99,-35,-41,65,-0.278,72.97,iMotif;STR;DirectRepeat,3
6023,FP003517 GPR149_1            :+U  EU:NC; range -3000 to  3000.,1,-163,-36,-63,128,-0.12338,56.93,STR;DirectRepeat,2
6024,FP009016 ZFPL1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-198,50,-0.09122,66.1,ZDNA;STR;DirectRepeat,3
6025,FP014667 ZNF331_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-4,-69,197,-0.08408,66.02,STR;DirectRepeat,2
6026,FP001225 UHMK1_1             :+U  EU:NC; range -3000 to  3000.,1,-89,-40,-75,50,-0.31802,62.71,STR;DirectRepeat,2
6027,FP002898 GADL1_1             :+U  EU:NC; range -3000 to  3000.,1,-151,-102,-111,50,-0.53206,57.63,STR;DirectRepeat,2
6027,FP002898 GADL1_1             :+U  EU:NC; range -3000 to  3000.,2,-98,-45,-52,54,-0.10959,68.25,DirectRepeat,1
6029,FP004643 RHOBTB3_1           :+U  EU:NC; range -3000 to  3000.,1,-2,47,41,50,-0.2964,76.27,STR;DirectRepeat;Triplex,3
6029,FP004643 RHOBTB3_1           :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-186,50,-0.20768,77.97,STR;DirectRepeat,2
6029,FP004643 RHOBTB3_1           :+U  EU:NC; range -3000 to  3000.,3,-95,-3,-42,93,-0.15959,74.51,STR;DirectRepeat;Triplex,3
6029,FP004643 RHOBTB3_1           :+U  EU:NC; range -3000 to  3000.,4,-150,-96,-106,55,-0.14924,84.38,STR;DirectRepeat,2
6030,FP005275 CDSN_1              :+U  EU:NC; range -3000 to  3000.,1,-161,-65,-92,97,-0.47394,66.04,STR;DirectRepeat,2
6031,FP006216 MLXIPL_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-183,50,-0.407,64.41,STR;DirectRepeat;Triplex,3
6031,FP006216 MLXIPL_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-55,-59,96,-0.14633,65.71,iMotif;STR;DirectRepeat,3
6033,FP003348 DIRC2_1             :+U  EU:NC; range -3000 to  3000.,1,-44,5,-38,50,-0.30639,88.14,STR;DirectRepeat,2
6034,FP011380 TCF12_1             :+U  EU:NC; range -3000 to  3000.,1,-124,-75,-80,50,-0.36717,76.27,G4;STR;DirectRepeat;Triplex,4
6034,FP011380 TCF12_1             :+U  EU:NC; range -3000 to  3000.,2,-196,-145,-167,52,-0.10563,78.69,STR;DirectRepeat,2
6037,FP005116 SERPINB9_1          :+U  EU:NC; range -3000 to  3000.,1,-140,-91,-99,50,-0.51211,76.27,STR;DirectRepeat,2
6037,FP005116 SERPINB9_1          :+U  EU:NC; range -3000 to  3000.,2,-200,-141,-162,60,-0.17444,76.81,STR;DirectRepeat,2
6039,FP009290 CASP1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-150,-187,51,-0.37766,53.33,STR;DirectRepeat,2
6039,FP009290 CASP1_1             :+U  EU:NC; range -3000 to  3000.,2,-146,25,-90,172,-0.07918,42.54,STR;DirectRepeat;Triplex,3
6041,FP002945 MYRIP_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-99,-107,102,-0.24155,85.59,STR;DirectRepeat,2
6042,FP004604 MTX3_1              :+U  EU:NC; range -3000 to  3000.,1,-192,-43,-47,150,-0.13522,50.31,iMotif;STR;DirectRepeat,3
6043,FP013293 CYGB_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-168,50,-0.42573,79.66,STR;DirectRepeat,2
6044,FP007729 PTGES2_1            :+U  EU:NC; range -3000 to  3000.,1,-172,-123,-149,50,-0.5303,71.19,DirectRepeat,1
6044,FP007729 PTGES2_1            :+U  EU:NC; range -3000 to  3000.,2,-121,1,-20,123,-0.15136,75.0,STR;DirectRepeat,2
6046,FP002442 OSBPL6_1            :+U  EU:NC; range -3000 to  3000.,1,-101,-52,-70,50,-0.85748,84.75,STR;DirectRepeat;Triplex,3
6046,FP002442 OSBPL6_1            :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-192,50,-0.31718,77.97,STR;DirectRepeat,2
6047,FP009225 TMEM126B_1          :+U  EU:NC; range -3000 to  3000.,1,-192,-82,-91,111,-0.12043,64.17,STR;DirectRepeat,2
