seq_idx,header,seq_length,mean_perp,sd_perp,min_perp,n_regions,total_region_bp,pct_seq_in_regions,best_mean_residual
4025,FP001808 EIF2B4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2656,1.34,1.0,1,108,1.8,-0.10712
4026,FP000274 ZNF593_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2672,1.3862,1.0,0,0,0.0,
4027,FP000065 CHD5_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9346,1.4254,1.0,1,138,2.3,-0.20013
4028,FP003949 UGT2B4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1149,1.4402,1.0,1,50,0.83,-0.86835
4029,FP014518 MAMSTR_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1034,1.5308,1.0,2,130,2.17,-0.18196
4030,FP010354 SCARB1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3168,1.3545,1.9813,0,0,0.0,
4031,FP000938 SV2A_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0457,1.488,1.0,2,174,2.9,-0.19877
4032,FP016320 ZNF75D_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3414,1.38,1.9813,1,158,2.63,-0.08256
4033,FP012669 B9D1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2658,1.3347,1.9813,2,100,1.67,-0.05207
4034,FP000261 LDLRAP1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1265,1.4378,1.9813,0,0,0.0,
4035,FP008665 ADM_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1798,1.4105,1.0,2,100,1.67,-1.12251
4036,FP004953 MFAP3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1823,1.3949,1.0,1,50,0.83,-0.40527
4037,FP001226 UAP1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0855,1.4579,1.0,0,0,0.0,
4038,FP006830 CCDC25_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1903,1.4552,1.0,0,0,0.0,
4039,FP000175 SDHB_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2381,1.4664,1.0,1,55,0.92,-0.55809
4040,FP011130 AMN_1               :+U  EU:NC; range -3000 to  3000.,6001,5.8939,1.3514,1.0,0,0,0.0,
4041,FP003122 DNAH1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.29,1.3365,1.9813,1,50,0.83,-0.83234
4042,FP005363 VPS52_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3894,1.3576,1.0,1,50,0.83,-0.39242
4043,FP013383 SECTM1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0932,1.395,1.4174,2,214,3.57,-0.12307
4044,FP013602 SOCS6_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9734,1.4423,1.0,2,169,2.82,-0.42229
4045,FP005104 TRIM7_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1302,1.4575,1.0,1,54,0.9,-0.99413
4046,FP012508 ALOX12_1            :+U  EU:NC; range -3000 to  3000.,6001,6.184,1.3815,1.0,0,0,0.0,
4047,FP013831 EVI5L_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0624,1.5043,1.0,1,50,0.83,-0.69618
4048,FP007554 NCBP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0982,1.5255,1.0,2,169,2.82,-0.15897
4049,FP016153 TNMD_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1893,1.3649,1.4174,2,100,1.67,-0.22286
4050,FP014200 COX6B1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.195,1.4915,1.0,0,0,0.0,
4051,FP000626 PGM1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1899,1.4787,1.0,2,158,2.63,-0.26341
4052,FP009210 KCTD14_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1283,1.6024,1.0,0,0,0.0,
4053,FP015846 AMELX_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0969,1.3947,1.0,1,50,0.83,-0.26781
4054,FP014939 XRN2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1501,1.5238,1.0,1,50,0.83,-0.21962
4055,FP011212 LPCAT4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.031,1.5348,1.0,1,154,2.57,-0.11335
4056,FP004665 FBXL17_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0601,1.446,1.4174,2,168,2.8,-0.24483
4057,FP001246 GPA33_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1624,1.3998,1.0,1,50,0.83,-0.54337
4058,FP011879 C16orf45_1          :+U  EU:NC; range -3000 to  3000.,6001,6.0058,1.5616,1.0,0,0,0.0,
4059,FP001311 RASAL2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1142,1.4785,1.0,2,194,3.23,-0.1455
4060,FP007003 MRPS28_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2359,1.4284,1.0,1,50,0.83,-0.63971
4061,FP016090 TEX11_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1294,1.6101,1.0,1,50,0.83,-0.41032
4062,FP013766 PLIN3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1668,1.5337,1.0,2,182,3.03,-0.21198
4063,FP004325 ING2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0445,1.4488,1.0,1,50,0.83,-0.13936
4064,FP013653 KISS1R_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9625,1.5452,1.0,2,144,2.4,-0.64984
4065,FP009456 ACRV1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.255,1.4845,1.0,0,0,0.0,
4066,FP011084 SERPINA1_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2209,1.3872,1.0,0,0,0.0,
4067,FP002958 SS18L2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2096,1.4792,1.0,1,66,1.1,-0.15337
4068,FP007174 NDRG1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0283,1.4275,1.0,2,166,2.77,-0.22496
4069,FP003139 RP5-966M1_1         :+U  EU:NC; range -3000 to  3000.,6001,6.1939,1.3846,1.9813,1,50,0.83,-0.34615
4070,FP010497 ENOX1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0467,1.3819,1.0,3,208,3.47,-0.489
4071,FP011737 SPSB3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1776,1.4029,1.0,0,0,0.0,
4072,FP005032 HMP19_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1365,1.4462,1.0,1,130,2.17,-0.06072
4073,FP016113 PHKA1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1762,1.5399,1.0,1,50,0.83,-0.65815
4074,FP005828 ADGRG6_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1032,1.4174,1.0,3,235,3.92,-0.16286
4075,FP000748 GCLM_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1114,1.3997,1.0,2,122,2.03,-0.66074
4076,FP005707 SMPD2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0971,1.45,1.0,2,107,1.78,-0.15459
4077,FP011211 NUTM1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1683,1.5613,1.0,1,111,1.85,-0.2809
4078,FP011990 KIF22_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2622,1.4193,1.0,2,221,3.68,-0.47665
4079,FP003252 ZBTB11_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2118,1.446,1.0,0,0,0.0,
4080,FP008168 NUDT13_1            :+U  EU:NC; range -3000 to  3000.,6001,6.131,1.4947,1.0,0,0,0.0,
4081,FP011391 CCNB2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1262,1.5083,1.0,1,50,0.83,-1.02481
4082,FP003881 COMMD8_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2132,1.3741,1.0,1,136,2.27,-0.11839
4083,FP008757 EIF3M_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0761,1.5284,1.0,2,130,2.17,-0.36659
4084,FP011409 CA12_1              :+U  EU:NC; range -3000 to  3000.,6001,6.203,1.4143,1.0,1,99,1.65,-0.23202
4085,FP015086 C20orf100_1         :+U  EU:NC; range -3000 to  3000.,6001,6.0851,1.5093,1.0,0,0,0.0,
4086,FP007135 MTBP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0904,1.4704,1.0,2,100,1.67,-0.38707
4087,FP001718 CYS1_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9323,1.5692,1.0,1,59,0.98,-0.65669
4088,FP012185 FBXL8_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2142,1.429,1.0,2,202,3.37,-0.373
4089,FP003404 RHO_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1667,1.4215,1.4174,0,0,0.0,
4090,FP006289 GTPBP10_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0384,1.4997,1.0,3,163,2.72,-0.66122
4091,FP001028 S100A7_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1262,1.3834,1.4174,4,219,3.65,-0.28591
4092,FP015936 MID1IP1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1562,1.4524,1.0,1,66,1.1,-0.19222
4093,FP014543 LIN7B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.101,1.5281,1.0,2,209,3.48,-0.15589
4094,FP011278 LRRC57_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2044,1.4815,1.0,0,0,0.0,
4095,FP008269 EXOC6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0093,1.4983,1.0,1,116,1.93,-0.39558
4096,FP009102 CDK2AP2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1706,1.4069,1.0,0,0,0.0,
4097,FP001988 MXD1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1229,1.4709,1.0,2,181,3.02,-0.26408
4098,FP005174 RBM24_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9791,1.5372,1.0,2,208,3.47,-0.65151
4099,FP011377 TEX9_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1643,1.4641,1.0,1,144,2.4,-0.05098
4100,FP011942 ERN2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2113,1.4548,1.0,2,118,1.97,-0.61333
4101,FP005790 MOXD1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1138,1.4634,1.0,2,100,1.67,-0.63632
4102,FP009158 FCHSD2_1            :+U  EU:NC; range -3000 to  3000.,6001,5.998,1.5176,1.0,1,149,2.48,-0.08112
4103,FP002321 LYPD6B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.03,1.5387,1.0,1,145,2.42,-0.1076
4104,FP014516 NTN5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0269,1.3212,1.9813,1,51,0.85,-1.3049
4105,FP003239 FILIP1L_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0332,1.403,1.9813,1,135,2.25,-0.08643
4106,FP004327 STOX2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1776,1.4194,1.9813,1,50,0.83,-0.70509
4107,FP008479 LHPP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2127,1.496,1.0,2,100,1.67,-0.3379
4108,FP012973 SLC4A1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2343,1.4818,1.0,1,171,2.85,-0.09109
4109,FP004669 TMEM232_1           :+U  EU:NC; range -3000 to  3000.,6001,6.044,1.4924,1.0,1,50,0.83,-0.96529
4110,FP004968 ITK_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1446,1.4026,1.0,2,116,1.93,-0.4566
4111,FP009873 IGFBP6_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9266,1.5036,1.0,1,50,0.83,-0.36103
4112,FP008219 C10orf99_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2253,1.4617,1.0,1,65,1.08,-0.11414
4113,FP000976 TMOD4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1502,1.4854,1.0,1,50,0.83,-0.81126
4114,FP007771 GPR107_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2539,1.4405,1.0,2,171,2.85,-0.15903
4115,FP009211 THRSP_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2148,1.4531,1.0,0,0,0.0,
4116,FP016065 ARHGEF9_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9595,1.4618,1.0,0,0,0.0,
4117,FP010550 THSD1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1715,1.4277,1.0,1,50,0.83,-0.36626
4118,FP002954 CCK_1               :+U  EU:NC; range -3000 to  3000.,6001,6.0543,1.4905,1.0,1,50,0.83,-1.04571
4119,FP005156 NEDD9_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2321,1.4748,1.0,0,0,0.0,
4120,FP014758 ZNF264_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2678,1.3772,1.0,1,58,0.97,-0.16721
4121,FP009042 CFL1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1106,1.418,1.0,0,0,0.0,
4122,FP008949 TTC9C_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1762,1.5509,1.0,2,162,2.7,-0.30077
4123,FP009501 CCDC77_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1534,1.5173,1.0,0,0,0.0,
4124,FP011629 TTLL13_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1888,1.623,1.0,1,136,2.27,-0.16125
4125,FP008692 SOX6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.018,1.4716,1.0,2,162,2.7,-0.24652
4126,FP015027 FAM83C_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2086,1.3667,1.0,1,50,0.83,-0.98031
4127,FP007387 RUSC2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1894,1.4464,1.0,2,199,3.32,-0.41251
4128,FP006856 FUT10_1             :+U  EU:NC; range -3000 to  3000.,6001,6.119,1.4986,1.0,0,0,0.0,
4129,FP013076 RSAD1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1304,1.4443,1.0,2,100,1.67,-0.32016
4130,FP016342 MCF2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0733,1.4884,1.0,1,50,0.83,-0.87211
4131,FP004710 CSNK1G3_1           :+U  EU:NC; range -3000 to  3000.,6001,5.968,1.4779,1.0,2,171,2.85,-0.33789
4132,FP007335 CAAP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.148,1.4965,1.0,2,140,2.33,-0.8734
4133,FP009929 PYM1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1039,1.4832,1.0,0,0,0.0,
4134,FP001474 IKBKE_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1375,1.4135,1.0,1,50,0.83,-0.16554
4135,FP015235 OGFR_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9747,1.4545,1.4174,1,50,0.83,-0.68536
4136,FP011331 CEP152_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2441,1.4426,1.0,1,109,1.82,-0.05984
4137,FP008495 FOXI2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9196,1.437,1.0,1,142,2.37,-0.10247
4138,FP013164 PSMC5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3304,1.3581,2.3366,1,62,1.03,-0.26334
4139,FP006326 DLX5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1496,1.4835,1.0,1,50,0.83,-1.54126
4140,FP009832 DAZAP2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2653,1.5165,1.0,1,54,0.9,-0.90479
4141,FP011495 STOML1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2211,1.3923,1.4174,3,247,4.12,-0.12378
4142,FP016393 NSDHL_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2102,1.3009,1.9813,1,53,0.88,-0.44723
4143,FP003582 NAALADL2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.039,1.4514,1.0,0,0,0.0,
4144,FP006246 MDH2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2553,1.4896,1.0,1,50,0.83,-0.58313
4145,FP006827 EPHX2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.17,1.4701,1.0,2,141,2.35,-1.13003
4146,FP010462 DCLK1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1066,1.3977,1.9813,1,50,0.83,-0.68284
4147,FP013776 LONP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2552,1.4731,1.0,1,50,0.83,-0.33389
4148,FP009933 RAB5B_1             :+U  EU:NC; range -3000 to  3000.,6001,5.999,1.4935,1.0,2,152,2.53,-0.11656
4149,FP011041 EFCAB11_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2338,1.3776,1.0,1,50,0.83,-0.48964
4150,FP010817 LRR1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.104,1.5196,1.0,0,0,0.0,
4151,FP015889 PPEF1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3132,1.4271,1.0,1,59,0.98,-0.19928
4152,FP009129 FGF19_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9748,1.4996,1.0,1,50,0.83,-1.401
4153,FP003944 UGT2B10_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0704,1.361,1.0,1,50,0.83,-0.53541
4154,FP010708 PSMB5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2621,1.5252,1.0,1,50,0.83,-0.51813
4155,FP011667 VIMP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2321,1.438,1.0,2,247,4.12,-0.10892
4156,FP008504 STK32C_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1208,1.3974,1.9813,1,50,0.83,-1.13002
4157,FP006312 COL1A2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0668,1.5198,1.0,1,50,0.83,-0.81334
4158,FP009462 DDX25_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1564,1.4473,1.0,1,50,0.83,-0.64462
4159,FP011473 LRRC49_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0453,1.4593,1.0,0,0,0.0,
4160,FP012787 RASL10B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2051,1.4374,1.9813,1,50,0.83,-0.09831
4161,FP013522 ATP5A1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.194,1.6226,1.0,1,50,0.83,-1.07527
4162,FP002050 POLE4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1403,1.4179,1.9813,0,0,0.0,
4163,FP013771 SAFB2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0914,1.4163,1.0,1,50,0.83,-0.27303
4164,FP011192 FAN1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2168,1.4166,1.0,0,0,0.0,
4165,FP006700 DLGAP2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2573,1.4239,1.0,0,0,0.0,
4166,FP010339 RILPL2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0802,1.5468,1.0,3,232,3.87,-0.52584
4167,FP001536 ESRRG_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0093,1.4868,1.0,2,250,4.17,-0.18602
4168,FP014350 RPS19_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2149,1.4112,1.0,1,50,0.83,-0.58199
4169,FP007095 SLC25A32_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2812,1.3427,1.0,1,50,0.83,-0.15865
4170,FP000977 VPS72_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2168,1.4853,1.0,0,0,0.0,
4171,FP011067 TMEM251_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2441,1.4412,1.0,2,175,2.92,-0.36752
4172,FP008453 INPP5F_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0276,1.4307,1.0,1,158,2.63,-0.05134
4173,FP006600 PRSS37_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2527,1.4149,1.0,3,177,2.95,-0.3321
4174,FP008726 NAV2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0929,1.411,1.9813,1,50,0.83,-0.52172
4175,FP000451 ZFP69_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0163,1.5012,1.0,1,50,0.83,-0.2454
4176,FP007786 MED27_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1718,1.4263,1.0,2,192,3.2,-0.12398
4177,FP001892 PREPL_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2063,1.5398,1.0,1,50,0.83,-0.53827
4178,FP011387 ADAM10_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9544,1.5177,1.0,2,191,3.18,-0.35409
4179,FP006689 UBE3C_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1065,1.453,1.0,0,0,0.0,
4180,FP013793 SLC25A41_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1937,1.5582,1.0,3,192,3.2,-0.99509
4181,FP008039 RET_1               :+U  EU:NC; range -3000 to  3000.,6001,5.9944,1.3473,1.0,1,147,2.45,-0.19968
4182,FP006582 C7orf55_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2968,1.4746,1.0,1,67,1.12,-0.19786
4183,FP003712 ZNF721_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1839,1.4256,1.0,0,0,0.0,
4184,FP003108 PARP3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1701,1.4006,1.0,2,135,2.25,-0.39685
4185,FP000160 ZBTB17_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0952,1.5431,1.0,1,50,0.83,-0.34758
4186,FP015630 CACNG2_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8629,1.6215,1.0,2,142,2.37,-0.39436
4187,FP011550 IREB2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0931,1.4953,1.0,2,100,1.67,-0.62953
4188,FP009315 FDX1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1628,1.4645,1.0,3,168,2.8,-0.55203
4189,FP006031 ABCB5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1723,1.3586,1.9813,2,110,1.83,-0.24526
4190,FP015257 TNFRSF6B_1          :+U  EU:NC; range -3000 to  3000.,6001,5.9841,1.3444,1.9813,2,183,3.05,-0.08526
4191,FP015813 ACR_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2681,1.3144,1.0,2,166,2.77,-0.68698
4192,FP003930 ADGRL3_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8623,1.4852,1.0,1,123,2.05,-0.29785
4193,FP012028 ZNF688_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2124,1.4887,1.0,1,50,0.83,-0.08339
4194,FP007988 BMI1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1285,1.4365,1.4174,3,189,3.15,-1.25887
4195,FP010015 DPY19L2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.159,1.4023,1.9813,2,124,2.07,-0.70508
4196,FP009099 TMEM134_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0911,1.4196,1.0,0,0,0.0,
4197,FP007922 FBXO18_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1328,1.4358,1.0,0,0,0.0,
4198,FP001632 TARBP1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.119,1.4167,1.0,3,235,3.92,-0.31086
4199,FP010438 FLT1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1344,1.3687,1.0,2,114,1.9,-0.37491
4200,FP000548 CMPK1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9905,1.5305,1.0,0,0,0.0,
4201,FP007541 SLC35D2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0523,1.4812,1.0,0,0,0.0,
4202,FP014620 LIM2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0237,1.5049,1.0,1,50,0.83,-1.13573
4203,FP010952 COX16_1             :+U  EU:NC; range -3000 to  3000.,6001,6.332,1.4515,1.0,1,50,0.83,-0.56624
4204,FP001012 SMCP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1951,1.3388,1.4174,2,100,1.67,-0.96117
4205,FP000894 SPAG17_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1785,1.4288,1.0,1,50,0.83,-1.0243
4206,FP002406 DYNC1I2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0738,1.4895,1.0,1,50,0.83,-0.25574
4207,FP010306 ANAPC5_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1359,1.5174,1.0,2,243,4.05,-0.24403
4208,FP009864 KRT3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2087,1.33,1.0,0,0,0.0,
4209,FP001278 PRRX1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9754,1.5494,1.0,1,50,0.83,-0.99724
4210,FP012825 SRCIN1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1354,1.3864,1.9813,0,0,0.0,
4211,FP012004 FAM57B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0139,1.4322,1.0,2,111,1.85,-0.36345
4212,FP007444 FAM189A2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.0977,1.4649,1.0,1,77,1.28,-0.42373
4213,FP002649 SGPP2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1139,1.505,1.0,3,231,3.85,-0.63141
4214,FP001720 HPCAL1_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9715,1.4074,1.0,2,139,2.32,-0.21036
4215,FP000876 NGF_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1218,1.3935,1.0,1,107,1.78,-0.48074
4216,FP011638 HDDC3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1831,1.4181,1.0,1,50,0.83,-0.29904
4217,FP007981 PLXDC2_1            :+U  EU:NC; range -3000 to  3000.,6001,5.938,1.5098,1.0,2,182,3.03,-0.43372
4218,FP000596 MROH7_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1187,1.5554,1.0,1,50,0.83,-0.24131
4219,FP005161 TBC1D7_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1116,1.4838,1.0,2,171,2.85,-0.74301
4220,FP013851 ZNF317_1            :+U  EU:NC; range -3000 to  3000.,6001,5.8894,1.5667,1.0,2,151,2.52,-0.37786
4221,FP013663 SBNO2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9668,1.4758,1.0,2,148,2.47,-0.13516
4222,FP008864 LPXN_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1379,1.4731,1.0,1,131,2.18,-0.22751
4223,FP006708 XKR5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1578,1.4866,1.0,1,50,0.83,-1.16162
4224,FP001799 TCF23_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1753,1.4805,1.0,2,100,1.67,-0.60484
4225,FP008274 RBP4_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1061,1.4336,1.0,1,206,3.43,-0.05951
4226,FP000384 ZMYM6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1152,1.4851,1.0,1,50,0.83,-0.18765
4227,FP001067 PBXIP1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1569,1.3859,1.9813,2,166,2.77,-0.32679
4228,FP006019 BZW2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1596,1.3929,1.0,0,0,0.0,
4229,FP008080 ERCC6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2241,1.4841,1.0,2,123,2.05,-0.42922
4230,FP015238 DIDO1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2002,1.4211,1.4174,1,197,3.28,-0.11059
4231,FP013758 CTB-50L17_1         :+U  EU:NC; range -3000 to  3000.,6001,6.0194,1.4744,1.0,3,239,3.98,-0.33347
4232,FP012921 NAGLU_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1739,1.466,1.0,1,57,0.95,-0.35833
